title,slug,excerpt,content,category,tags,featured
"Buying With a Partner: Joint Mortgages and Ownership Options","buying-with-partner-joint-mortgage-uk","Buying with a partner or friend involves legal decisions that most couples never discuss. Here's what you need to decide before you exchange - not after.","<p>When two people buy a property together, there are two separate decisions to make: how the mortgage is structured and how the legal ownership is held. Most buyers conflate them - they are distinct, and getting both right matters.</p><p><strong>Joint mortgage:</strong> Both parties are jointly and severally liable for the full mortgage debt. If one person stops paying, the lender can pursue the other for the full amount. This applies whether you are married, in a civil partnership, or neither.</p><p><strong>Joint tenancy vs tenants in common:</strong> These are the two legal forms of joint ownership. Joint tenancy means you each own the whole property together - if one owner dies, their share passes automatically to the other (right of survivorship). Tenants in common means you each own a defined share - 50/50, 60/40, or any other split - and each share can be left to whoever you choose in your will.</p><p><strong>Unequal deposits:</strong> If one person is contributing a larger deposit, tenants in common with a Deed of Trust (also called a Declaration of Trust) protects that contribution. The deed sets out each person's share and what happens in the event of a sale or separation. It costs £200-£500 to have a solicitor draft and is entirely standard.</p><p><strong>If you are unmarried:</strong> Cohabiting couples in England and Wales have almost no automatic legal rights to each other's assets. A Deed of Trust, a cohabitation agreement, and updated wills are all advisable before exchanging on a joint purchase.</p>","Legal & Conveyancing","joint-mortgage,ownership,legal-conveyancing,first-time-buyers",0
"What Is a Flying Freehold and Should It Worry You?","flying-freehold-uk-property","A flying freehold occurs when part of a freehold property overhangs or underlies land owned by someone else. Here's when it matters and how to deal with it.","<p>A flying freehold arises when part of a freehold property - typically a floor, a room, or a section of wall - extends over or under land that belongs to a different freehold owner. It is most common in older terraced properties where a first-floor room has been built over a shared passageway, or where a conversion has created an unusual ownership boundary.</p><p><strong>Why it matters:</strong> In a standard freehold, you own the structure of your property outright. In a flying freehold situation, the part of your property that sits over someone else's land relies on their goodwill for access and support. If the underlying owner wants to make alterations, or if there is a dispute about maintenance, the legal framework for resolving it is weak - there is no equivalent to the leasehold relationship that governs obligations between floors in a flat.</p><p><strong>Mortgage lender attitudes:</strong> Many lenders are reluctant to mortgage properties with a significant flying freehold element. If the flying freehold represents more than 15-20% of the property's floor area, some lenders will decline entirely.</p><p><strong>How it's usually dealt with:</strong> Title insurance is the most common solution - a single-premium policy that covers the financial risk of the flying freehold causing a loss. Your solicitor will typically recommend it rather than trying to resolve the underlying issue.</p><p><strong>Should it put you off?</strong> A minor flying freehold on a well-priced property in a location you want is usually manageable. A substantial one on a property that lenders are already hesitant about is worth thinking carefully about, particularly if you plan to sell or remortgage in the future.</p>","Legal & Conveyancing","flying-freehold,legal-conveyancing,conveyancing",0
"How Shared Driveways and Rights of Way Affect Property Purchases","shared-driveways-rights-of-way-uk","Who is responsible for the shared driveway? Can your neighbour block your access? Rights of way are a source of more disputes than almost any other property issue.","<p>Rights of way and shared access arrangements are among the most common sources of neighbour disputes in the UK - and one of the most important things to clarify before you exchange contracts.</p><p><strong>Rights of way (easements):</strong> An easement is a legal right for the owner of one property to use part of another - typically a right of way over a driveway, a footpath, or a passageway. Easements are registered on the title and pass with the land. Your solicitor will identify them from the title deeds.</p><p><strong>Shared driveways:</strong> Where a driveway is shared between two or more properties, the title documents should set out who owns it and what obligations each party has for maintenance costs. If this is unclear - common in older properties - a dispute about resurfacing or repair can become protracted and expensive.</p><p><strong>Ransom strips:</strong> A ransom strip is a narrow strip of land between a property and the public highway that is owned by a third party. Without a right of way over it, a property can technically have no legal access to the road. These are occasionally discovered during conveyancing and can be a serious problem - or a trivial one - depending on the size and history of the strip.</p><p><strong>What to ask your solicitor:</strong> Does the title confirm sufficient access to the property? Are there any access rights benefiting or burdening the title? Are maintenance obligations clearly defined? These questions should be raised as a matter of course - but ask explicitly if you have any concerns.</p>","Legal & Conveyancing","rights-of-way,legal-conveyancing,conveyancing",0
"How to Buy a Property as a Non-UK Resident","buying-property-uk-non-resident","International buyers can purchase property in the UK - but face an additional stamp duty surcharge and a more complex mortgage market. Here's what you need to know.","<p>There are no restrictions on non-UK residents or non-UK citizens purchasing residential property in England and Wales. The process is largely the same as for domestic buyers, with three important differences.</p><p><strong>Non-resident SDLT surcharge:</strong> Since April 2021, buyers who are not resident in the UK for the 12 months prior to completion must pay an additional 2% SDLT surcharge on top of the standard rates. This is in addition to any second-home surcharge that may also apply. On a £500,000 property purchased as a second property by a non-resident, the stamp duty bill could exceed £50,000.</p><p><strong>Mortgage availability:</strong> Many high-street lenders will not mortgage to non-UK residents or non-UK citizens without permanent residency or indefinite leave to remain. Specialist international and expat mortgage lenders do exist - rates and fees are higher than the standard market. Using a whole-of-market broker with experience in this area is essential.</p><p><strong>Anti-money laundering checks:</strong> UK solicitors are required to conduct enhanced due diligence on the source of funds for any buyer not residing in the UK. Be prepared to provide detailed documentation of the source of your deposit and funds for purchase - bank statements, tax returns, and proof of income may all be requested.</p><p><strong>Overseas entity register:</strong> If purchasing through a company (UK or overseas), the property may need to be registered with the Register of Overseas Entities at Companies House. Your solicitor will advise if this applies.</p>","Finance & Mortgages","international-buyer,stamp-duty,mortgage,finance",0
"What Happens If a Property Sale Falls Through?","property-sale-falls-through-uk","Around 30% of UK property sales collapse after offer acceptance. Here's what causes them, what you lose, and how to recover quickly.","<p>A sale that falls through is costly, stressful, and common. Understanding why it happens - and what to do next - helps you respond quickly rather than reactively.</p><p><strong>The most common causes:</strong> Survey findings that the buyer or seller won't address. A mortgage application that is declined or comes in below the agreed price. A buyer gazumped by the seller. A chain collapse caused by a different party. A buyer losing their onward purchase. Job loss, relationship breakdown, or a change of mind.</p><p><strong>What you lose:</strong> If you are the buyer and the sale falls through before exchange, you typically lose your survey costs (£400-£1,500), your solicitor fees to date (often £500-£1,000 depending on the firm's policy), and any search fees if paid upfront. Surveys are rarely refundable. Some solicitors charge a reduced fee for abortive work; others charge the full amount. Ask before you instruct.</p><p><strong>What you don't lose before exchange:</strong> Your deposit - it hasn't been paid yet. Your mortgage offer - it is typically valid for six months and may be transferable to another property.</p><p><strong>What to do:</strong> If you've lost a property, move quickly. Your solicitor's work on title and searches may inform your next purchase. Your mortgage offer may transfer. Instruct the same solicitor for the new property - you won't pay for identity checks or onboarding again.</p>","Buying Guides","chain,conveyancing,buying-guides",0
"How to Buy a House at 60% of Market Value: Probate and Distressed Sales","buying-probate-distressed-sales-uk","Probate sales, repossessions, and motivated sellers represent genuine opportunities to buy below market value - if you approach them correctly.","<p>The idea of buying significantly below market value sounds like fantasy in most UK markets - but genuine opportunities do exist, and they tend to cluster around specific circumstances. Here's where they come from and how to access them.</p><p><strong>Probate sales:</strong> When an estate is being wound up, executors are typically motivated to sell quickly and cleanly rather than to maximise price. They are dealing with bereavement, administration, and often disagreement among beneficiaries. A buyer who is credibly financed, has a solicitor ready, and can complete within 8-10 weeks is genuinely valuable to them - and that value is often reflected in the price they'll accept.</p><p><strong>Repossessions:</strong> Lenders selling repossessed properties are required to achieve market value but are not emotionally attached and want the property off their books. Repossessions are listed on Rightmove and through specialist auction houses. Condition is variable - a full survey is essential.</p><p><strong>Motivated sellers:</strong> Divorce, debt, relocation, retirement to care - these circumstances create sellers who want a fast, reliable sale. They are not always visible. A buyer's agent with strong agent relationships will hear about them before they reach the open market.</p><p><strong>The trade-off:</strong> Speed and certainty are what these sellers value. To capture a below-market price, you must be able to demonstrate you can deliver a fast, reliable transaction. AIP in hand, solicitor instructed, survey ordered within 48 hours. If your position isn't strong, the discount will go to someone whose is.</p>","Buying Guides","off-market,probate,negotiation,buyers-agent",0
"UK Property Jargon Explained: A Complete Glossary for Buyers","uk-property-jargon-glossary","From AIP to title deeds, this plain-English glossary covers every piece of property jargon you'll encounter when buying a home in the UK.","<p>The UK property buying process comes loaded with jargon - legal terms, mortgage terms, and estate agent language that is rarely explained and frequently misunderstood. Here's a reference glossary for every term you're likely to encounter.</p><p><strong>Agreement in Principle (AIP):</strong> A conditional statement from a mortgage lender indicating how much they would be willing to lend, subject to a full application and property valuation.</p><p><strong>Chain:</strong> A sequence of linked property transactions where each sale depends on another completing simultaneously.</p><p><strong>Completion:</strong> The final stage of a property transaction, when legal ownership transfers and keys are handed over.</p><p><strong>Conveyancing:</strong> The legal process of transferring ownership from seller to buyer.</p><p><strong>Disbursements:</strong> Third-party costs paid by your solicitor on your behalf - searches, Land Registry fees, bank transfer charges.</p><p><strong>Exchange of contracts:</strong> The legally binding moment when signed contracts are swapped between solicitors and the deposit is paid.</p><p><strong>Flying freehold:</strong> A portion of a freehold property that overhangs or underlies land in another ownership.</p><p><strong>Leasehold:</strong> A form of ownership where you own the property for a fixed term but not the land beneath it.</p><p><strong>Redemption statement:</strong> The figure your lender provides showing the full amount required to pay off a mortgage on a given date.</p><p><strong>Title deeds:</strong> The legal documents proving ownership of a property. Now held electronically at HM Land Registry for most properties.</p><p><strong>Transfer deed (TR1):</strong> The legal document that formally transfers ownership from seller to buyer, signed on completion day.</p>","Buying Guides","glossary,buying-guides,first-time-buyers",0
"How to Win a Bidding War on a Property","how-to-win-bidding-war-property-uk","Multiple offers, sealed bids, best and final - when competition heats up, most buyers don't know how to respond. Here's how to give yourself the best chance.","<p>A bidding war or sealed bid process puts buyers under pressure to act quickly and emotionally. That is precisely when clear thinking matters most.</p><p><strong>Know your ceiling before it starts:</strong> Calculate the maximum you can pay - based on your mortgage approval, your deposit, and your honest assessment of what the property is worth to you - before you enter the competition. Write it down. Do not exceed it.</p><p><strong>Position as strongly as possible:</strong> In a best-and-final process, price is important but not the only factor. Submit your offer with a clear summary of your position: deposit size, AIP lender and amount, solicitor details, and preferred timeline. A credible buyer is worth more than a slightly higher number from someone whose finances are uncertain.</p><p><strong>Odd numbers work:</strong> Offers of £405,000 beat offers of £400,000 more often than the £5,000 difference suggests. The psychology of a non-round number implies you've calculated carefully rather than guessing. £402,500 beats £400,000 regularly in sealed bid situations.</p><p><strong>Write a personal letter:</strong> In an owner-occupied property where the seller cares who buys their home, a brief, genuine personal note can make a difference. Don't be sentimental - be specific and credible.</p><p><strong>Know when to walk away:</strong> If the bidding exceeds your ceiling, stop. Another property will come. The one that got away almost never turns out to be irreplaceable.</p>","Buying Guides","negotiation,bidding,buying-guides",0
"How a Buyer's Agent Finds Off-Market Properties","buyers-agent-find-off-market-property","Not all great properties appear on Rightmove. Here's how experienced buyer's agents consistently access off-market opportunities - and why it matters.","<p>The conventional property search starts and ends on Rightmove or Zoopla. For most buyers, that's a perfectly reasonable starting point. But for buyers operating in competitive markets or looking for specific types of property, it's an incomplete picture.</p><p><strong>Why off-market properties exist:</strong> Sellers choose not to market publicly for several reasons: privacy, avoiding the disruption of multiple viewings, a desire for discretion around a death or divorce, confidence that their agent can find a buyer without exposure, or simply a preference for a faster, quieter sale.</p><p><strong>How agents access them:</strong> Experienced buyers' agents maintain close relationships with selling agents across their target markets. When an estate agent has an instruction that isn't yet - or may never go - on Rightmove, they call the buyers' agents they trust to bring credible buyers quickly. These are the deals that never become public.</p><p><strong>The buyer's requirement:</strong> Off-market sellers and their agents will not give a private buyer a second chance. You need to be completely prepared: AIP in place, solicitor instructed, deposit accessible, and able to make a decision in 24-48 hours. If you need two weeks to think about it, the opportunity will be gone.</p><p><strong>What this means for buyers going it alone:</strong> If you're searching independently, you're working with approximately 70-75% of the available market. The other 25-30% moves through agent relationships. Whether that matters depends entirely on what you're looking for and how competitive your target area is.</p>","Buying Guides","off-market,buyers-agent,buying-guides",1
"What Is a Second Charge Mortgage?","second-charge-mortgage-uk-guide","A second charge mortgage lets homeowners borrow against their property without disturbing their existing mortgage. Here's how it works and when it makes sense.","<p>A second charge mortgage - also called a secured loan - is a loan secured against a property that already has an existing mortgage on it. The first mortgage lender retains their priority charge; the second charge lender takes a subordinate security position behind them.</p><p><strong>How it differs from remortgaging:</strong> Remortgaging replaces your existing mortgage. A second charge sits alongside it. This matters when your existing mortgage carries early repayment charges that would make remortgaging expensive, or when you have a very favourable rate you don't want to disturb.</p><p><strong>When it makes sense:</strong> Raising capital for home improvements, debt consolidation, or a significant purchase - when the cost of the second charge is lower than the cost of unsecured borrowing or the ERC on your first mortgage. It is not suitable for everyone and should be assessed carefully against the alternatives.</p><p><strong>Risks:</strong> A second charge is secured against your home. Failure to keep up repayments puts your property at risk - both the second charge lender and the first mortgage lender could ultimately seek repossession. This is not an arrangement to enter lightly or without professional advice.</p><p><strong>Regulation:</strong> Second charge mortgages are regulated by the Financial Conduct Authority (FCA). Any broker or lender providing one must be FCA authorised. Verify their authorisation on the FCA register before proceeding.</p>","Finance & Mortgages","second-charge,mortgage,finance",0
"What Is a Help to Buy ISA and Can I Still Use Mine?","help-to-buy-isa-guide-uk","The Help to Buy ISA closed to new applicants in 2019 - but existing account holders can still use their savings. Here's what you need to know.","<p>The Help to Buy ISA offered a government bonus of 25% on savings of up to £200 per month (£2,400/year), up to a maximum bonus of £3,000. The scheme closed to new applicants on 30 November 2019 - but existing account holders can continue saving until November 2029 and can use the bonus on a qualifying purchase until November 2030.</p><p><strong>Using your Help to Buy ISA bonus:</strong> The bonus is not paid into your account - it is claimed by your solicitor at completion and applied to the purchase funds. You cannot use it for the deposit paid at exchange; it is received at completion. This distinction matters: you need to fund the full deposit from other sources and the bonus supplements the purchase price on completion day.</p><p><strong>Maximum property price:</strong> £250,000 outside London; £450,000 in London. If the property you're buying exceeds this threshold, you cannot use the bonus.</p><p><strong>Help to Buy ISA vs Lifetime ISA:</strong> If you already have a Help to Buy ISA, you can also open a Lifetime ISA - but you can only use the government bonus from one of them on a first home purchase. The Lifetime ISA bonus is worth more (£1,000/year vs £600/year maximum) and has a higher property price cap (£450,000 nationally). Most first-time buyers with both accounts use the Lifetime ISA bonus for the purchase.</p>","Finance & Mortgages","help-to-buy-isa,first-time-buyers,deposit,finance",0
"How Mortgage Valuations Work and What Happens If the Property Down-Values","mortgage-valuation-down-valuation-uk","Your mortgage lender will value the property you're buying. If it values below your agreed price, you have a problem. Here's what to do.","<p>When you apply for a mortgage, your lender will commission a valuation survey on the property - separate from any survey you commission for your own benefit. The lender's valuation determines whether they will lend the amount you've requested, and at what loan-to-value (LTV) ratio.</p><p><strong>What the valuation checks:</strong> The valuation confirms the property exists, is mortgageable, and is worth at or above the agreed purchase price. It is not a structural survey - it does not tell you whether the property is in good condition.</p><p><strong>What is a down-valuation:</strong> A down-valuation occurs when the lender's surveyor values the property below the agreed purchase price. For example, you've agreed to pay £400,000 but the surveyor values it at £375,000. The lender will only offer a mortgage based on the lower figure - meaning you either need to fund the gap from savings or renegotiate the price.</p><p><strong>How to challenge it:</strong> Down-valuations can be challenged. Provide your own comparables - Land Registry sold prices for genuinely comparable properties within 0.25 miles in the last six months. Ask your broker to submit the evidence to the lender formally. In some cases the valuation is revised. In others, the lender stands firm.</p><p><strong>Renegotiating the price:</strong> A down-valuation gives you a legitimate basis to renegotiate with the seller. They can either accept the lower price, require you to fund the gap, or allow the sale to fall through. This is not a position you should feel embarrassed about - a professional valuer has assessed the property independently.</p>","Finance & Mortgages","mortgage,valuation,finance,buying-guides",0
"How to Buy a House Without a Deposit in the UK","how-to-buy-without-deposit-uk","Zero-deposit mortgages and guarantor mortgages exist - but they come with trade-offs. Here's an honest guide to the options for buyers with little or no deposit.","<p>Saving a deposit is the primary barrier to homeownership for most first-time buyers in the UK. In 2025, several options exist for buyers with limited deposits - each with different eligibility criteria, costs, and risks.</p><p><strong>95% LTV mortgages (5% deposit):</strong> The most accessible route. The Mortgage Guarantee Scheme supports lenders offering 95% LTV products on properties up to £600,000. Rates are higher than lower-LTV products and the monthly payment is larger - but the deposit required is just 5% of the purchase price.</p><p><strong>Guarantor mortgages:</strong> A family member or close friend provides security for your mortgage - either by charging their own property or by placing savings in a linked account held by the lender. This allows you to borrow at a lower LTV than your own deposit would allow. The guarantor's assets are at risk if you do not keep up repayments. This is an arrangement that requires full legal and financial advice for both parties.</p><p><strong>100% mortgages:</strong> A small number of lenders offer 100% LTV mortgages, typically supported by a family member placing savings as security. Skipton Building Society launched a Track Record Mortgage in 2023 for renters with a strong payment history. Eligibility is tight and conditions apply.</p><p><strong>The honest trade-off:</strong> Buying with a minimal deposit means higher monthly payments, higher rates, and negative equity risk if prices fall. Building a deposit - even slowly, even with a Lifetime ISA - usually produces better long-term outcomes. But for buyers in the right circumstances, these options are genuine pathways into ownership.</p>","Finance & Mortgages","deposit,mortgage,first-time-buyers,finance",1
"What Is a Snagging Survey and Do You Need One for a New Build?","snagging-survey-new-build-uk","New builds come with warranties - but they also come with defects. A snagging survey identifies them before you legally complete.","<p>A snagging survey is an inspection of a newly built property carried out by an independent surveyor before legal completion. Its purpose is to identify defects - referred to as snagging issues - so that the developer can be required to remedy them before you move in, or within the warranty period.</p><p><strong>Why you need one:</strong> New build properties are built at pace and often contain defects - cosmetic and structural - that the developer's own inspection may miss or minimise. Common snagging issues include poorly fitted doors and windows, gaps in sealant, incomplete plasterwork, electrical sockets not properly fixed, drainage falls that don't drain, and inadequate insulation. More serious issues - structural cracking, damp ingress, or heating system failures - are also identified at this stage.</p><p><strong>When to have it done:</strong> The ideal time is before legal completion - when you still have maximum leverage over the developer. Many developers resist pre-completion access. If you cannot get in before completion, have it done within the first few days of moving in, while your NHBC warranty (or equivalent) is still in the snagging period.</p><p><strong>Who carries it out:</strong> Use an independent RICS-accredited surveyor or a specialist new build snagging company. Do not rely on the developer's own customer care team to identify all issues - their job is to close out your list, not to create it.</p><p><strong>Cost:</strong> £300-£600 depending on property size. The cost is almost always worth it - developers are far more responsive to a written snagging list from an independent professional than to informal complaints from buyers.</p>","Buying Guides","new-build,snagging,surveys,buying-guides",0
"How to Use a Whole-of-Market Mortgage Broker","whole-of-market-mortgage-broker-uk","Not all mortgage brokers have access to all lenders. Here's why using a whole-of-market broker is almost always the better choice - and what to look for when choosing one.","<p>A mortgage broker acts as an intermediary between you and mortgage lenders. But not all brokers are equal - and the distinction that matters most is whether they are whole-of-market or tied to a panel of lenders.</p><p><strong>Tied brokers:</strong> A broker who works for a specific bank, building society, or a limited lender panel can only recommend products from that group. If the best mortgage for your circumstances is with a lender not on their panel, you will never be shown it.</p><p><strong>Whole-of-market brokers:</strong> A whole-of-market broker has access to products from most or all available lenders, including deals that are only available through brokers (not directly from the lender). They are legally required to give you a recommendation that is in your best interest from across the available market.</p><p><strong>How they are paid:</strong> Most brokers are paid a procuration fee by the lender (typically 0.35% of the loan amount). Many also charge a broker fee of £300-£600. Fee-free brokers earn only the lender fee. Neither model is inherently better - a good fee-charging broker who finds you a significantly better rate is worth the fee several times over.</p><p><strong>What to ask:</strong> Are you whole-of-market? How many lenders do you have access to? Do you have experience with my specific circumstances (self-employed, complex income, non-standard construction)? What is your fee and how are you paid?</p>","Finance & Mortgages","mortgage,broker,finance,first-time-buyers",0
"How to Budget for Maintenance Costs as a Homeowner","budgeting-home-maintenance-costs-uk","Buying a home is just the start. Here's how to plan realistically for the ongoing costs of ownership - so they don't catch you off-guard.","<p>The costs of buying a property are well documented. The ongoing costs of owning one are less discussed - and frequently underestimated, particularly by first-time buyers moving from renting.</p><p><strong>The 1% rule:</strong> A widely used rule of thumb is to budget 1% of the property value per year for maintenance and repairs. On a £350,000 property, that's £3,500 per year - £292 per month. This is not a precise science, but it captures the reality that property requires ongoing investment to maintain its condition and value.</p><p><strong>What the money goes on:</strong> Boiler service and repairs (£100-£3,000+). Roof repairs and guttering (£200-£10,000+ for a full re-roof). Redecorating externally every 5-7 years. Replacing kitchen and bathroom fixtures over a 10-20 year horizon. Window and door maintenance. Damp-proofing and structural repairs if deferred.</p><p><strong>The age factor:</strong> A modern property built after 2000 typically requires less maintenance than a Victorian or Edwardian property. Older properties have more components that can fail, and replacement materials are often more expensive. The 1% rule is conservative for period properties - budget closer to 1.5-2%.</p><p><strong>Build an emergency fund:</strong> Separate from your regular maintenance budget, keep a cash reserve for emergency repairs - boiler failures, burst pipes, roof leaks. £5,000-£10,000 is a reasonable target. The absence of this fund is what turns a manageable repair into a financial crisis.</p>","Finance & Mortgages","maintenance,costs,homeownership,finance",0
"What Is a Property Information Form (TA6) and Why Does It Matter?","property-information-form-ta6-uk","The TA6 is the seller's disclosure form - the document that tells you everything they know about the property and its history. Here's how to read it.","<p>The Property Information Form - TA6 - is completed by the seller and provides formal disclosure about the property's history, condition, and any known issues. It is one of the most important documents you will receive during conveyancing, and it is frequently skimmed rather than read carefully.</p><p><strong>What it covers:</strong> Boundaries and responsibility for fences and walls. Disputes with neighbours. Notices from the local authority. Alterations and building work carried out (and whether consents were obtained). Guarantees or warranties in existence. Environmental matters including flooding and Japanese knotweed. Services and utilities. Accessibility and rights of way. Completion arrangements.</p><p><strong>Why it matters:</strong> The TA6 is a legal document. If a seller knowingly misrepresents the property - states there have been no disputes when there have, or says all works had planning permission when they did not - they may be liable for misrepresentation. This gives you a potential legal remedy after completion if you discover a material issue was concealed.</p><p><strong>How to read it:</strong> Don't skim it. Read every section and flag any answer that seems vague, incomplete, or contradicts what you've observed during viewings. Ask your solicitor to raise specific enquiries about anything unclear. A seller who is vague about building works should be asked to provide planning permission, building regulations approval, and completion certificates.</p>","Legal & Conveyancing","ta6,conveyancing,legal-conveyancing,disclosure",0
"How to Interpret an Energy Performance Certificate (EPC)","energy-performance-certificate-epc-uk","Every property sold in the UK requires an EPC. Here's what the ratings mean, how they affect your mortgage and running costs, and what to look for.","<p>An Energy Performance Certificate (EPC) rates the energy efficiency of a property on a scale of A (most efficient) to G (least efficient). An EPC is required by law before a property can be marketed for sale or let, and must be made available to buyers free of charge.</p><p><strong>What the rating means:</strong> The EPC provides two ratings: current and potential. The current rating reflects the property as it stands. The potential rating shows what could be achieved with the recommended improvements listed in the certificate. Most pre-war properties rate E or F. Modern properties typically rate B or C.</p><p><strong>Why it matters for buyers:</strong> A lower-rated property has higher energy bills. An E-rated property can cost significantly more to heat than an identically sized C-rated property. With energy prices elevated, the EPC rating should form part of your overall affordability calculation - not just the mortgage payment.</p><p><strong>Green mortgages:</strong> Several lenders now offer preferential rates for properties rated A or B. If you're buying an energy-efficient property or planning to improve one, ask your broker about green mortgage products.</p><p><strong>Future regulation:</strong> The government has signalled increasing minimum EPC requirements for rental properties and potentially owner-occupied homes in future years. A property currently rated F or G may require significant investment to meet future standards. Factor this into the purchase price if you are buying a low-rated property.</p>","Buying Guides","epc,energy,buying-guides,research",0
"What Is Equity Release and Should You Consider It?","equity-release-uk-guide","Equity release allows homeowners over 55 to access the value tied up in their property without selling. Here's how it works and when it makes sense.","<p>Equity release is a product designed for homeowners aged 55 or over who own their property outright or with a small remaining mortgage. It allows them to access some of the value tied up in the property without selling or moving.</p><p><strong>Lifetime mortgage (the most common form):</strong> You borrow a lump sum or draw down funds over time, secured against your home. No monthly repayments are required - the interest rolls up and the loan plus accumulated interest is repaid when you die or move into long-term care. The no-payment feature sounds attractive; the compounding interest cost over years or decades is the significant trade-off.</p><p><strong>Home reversion:</strong> You sell a percentage of your property to a provider in exchange for a lump sum or regular income. You continue to live in the property as a tenant, rent-free, for life. At the end, the provider receives their percentage of the sale proceeds. You receive less than market value for the share you sell.</p><p><strong>When it makes sense:</strong> For homeowners who need to access capital - to supplement retirement income, fund care costs, help children with deposits, or make home improvements - and who are not concerned about leaving maximum equity to beneficiaries. The key condition is that it's right for their specific financial situation.</p><p><strong>Independent advice is essential:</strong> Equity release should only be taken after whole-of-market financial advice. Products vary significantly in flexibility, interest rates, and features including downsizing protection and inheritance guarantees. Equity Release Council membership provides some consumer protection standards for providers.</p>","Finance & Mortgages","equity-release,finance,homeownership",0
"How to Buy a Property in Scotland: Key Differences from England","buying-property-scotland-differences","The Scottish property buying system is fundamentally different from England and Wales. Here's what buyers need to know before making an offer north of the border.","<p>Buying property in Scotland operates under a completely different legal framework from England and Wales - and the differences are significant, not merely technical.</p><p><strong>Offers over vs fixed price:</strong> Properties in Scotland are typically marketed at an ""offers over"" price, inviting sealed bids above a stated minimum. The closing date process - where interested parties submit their best offer by a set deadline - is common. Unlike the English system, a successful offer is legally binding much earlier in the process.</p><p><strong>Missives:</strong> In Scotland, the equivalent of exchange of contracts is the conclusion of missives - a series of formal letters between solicitors that, once concluded, create a binding contract. The process reaches legal commitment earlier and with less ability to withdraw without penalty than the English system.</p><p><strong>Home Report:</strong> Sellers in Scotland are legally required to commission a Home Report before marketing. The report includes a single survey (equivalent to a Level 2), an energy report, and a property questionnaire. Buyers can rely on the survey included in the Home Report, though they may commission their own if the property is older or has visible issues.</p><p><strong>Land and Buildings Transaction Tax (LBTT):</strong> Scotland has its own property purchase tax, LBTT, with different rates and thresholds from the English SDLT. First-time buyers receive a relief of up to £600 on properties up to £175,000. Calculate LBTT separately - do not assume English SDLT rates apply.</p>","Buying Guides","scotland,buying-guides,legal-conveyancing",0
"Buying a Listed Building: What You Must Know Before You Make an Offer","buying-listed-building-uk","Listed buildings offer exceptional character - and significant obligations. Here's what buyers need to understand about purchasing and owning a listed property.","<p>A listed building is one that has been placed on the statutory list of buildings of special architectural or historic interest by Historic England (or Historic Environment Scotland, Cadw in Wales). Listing comes in three grades in England: Grade I (exceptional interest, top 2%), Grade II* (particularly important, around 5-6%), and Grade II (nationally important, around 92% of listed buildings).</p><p><strong>What listing means in practice:</strong> Listed building consent is required for any works that affect the character of the building - internal or external. This includes replacement windows, alterations to historic features, extensions, and in some cases redecoration or repairs using different materials. Carrying out unauthorised works to a listed building is a criminal offence, with unlimited fines and up to two years' imprisonment.</p><p><strong>Before you buy:</strong> Commission a Level 3 Building Survey from a surveyor experienced in historic buildings. Ask your solicitor to check for any outstanding listed building enforcement notices. Find out what works the current and previous owners have carried out - and whether they had consent for all of them. Retrospective consent is not always granted.</p><p><strong>Insurance:</strong> Standard buildings insurance policies are usually inadequate for listed buildings. Specialist insurance covering reinstatement with period materials is essential and more expensive.</p><p><strong>The upside:</strong> Listed buildings are demonstrably desirable, typically retain their value well, and occupy locations that reflect their historical significance. The obligations are real but manageable with the right professional advice - and the character of the property is the reason you're buying it.</p>","Buying Guides","listed-building,period-property,buying-guides",0
"What Is a Management Company in Leasehold Property?","leasehold-management-company-uk","Management companies run the shared areas of leasehold buildings. Here's how they work, what your rights are, and what to do if yours is poorly run.","<p>In a leasehold building - typically a block of flats - a management company or managing agent is responsible for the maintenance and management of the shared parts of the building: communal areas, the roof, external walls, lifts, and gardens. Their costs are recovered from leaseholders through service charges.</p><p><strong>Types of management arrangement:</strong> Some buildings are managed by a professional managing agent appointed by the freeholder. Others are managed by a residents' management company (RMC) - a company owned and run by the leaseholders themselves. An RMC gives leaseholders direct control over how their building is managed and how service charge money is spent.</p><p><strong>Your rights as a leaseholder:</strong> You have the right to request a written summary of service charge accounts, to inspect receipts and invoices, and to challenge unreasonable service charges at the First-tier Tribunal (Property Chamber). You also have the right to apply to take over management of the building (the Right to Manage) if you and your fellow leaseholders meet the qualifying conditions.</p><p><strong>What to check before you buy:</strong> Request three years of service charge accounts. Ask whether a reserve (sinking) fund is held and how much is in it. Ask whether any major works are planned or anticipated. Read the most recent AGM minutes if an RMC is in place. Talk to a current leaseholder in the building if you can - they will tell you what the agent is actually like to deal with.</p>","Legal & Conveyancing","leasehold,management-company,service-charge,legal-conveyancing",0
